sex,row_number,liters_drunk,age,drink,check_number,label
М,92.0,4,71,Cola,1322,0
Не указан,34.0,2,57,Beerbeer,2980,0
М,27.0,3,37,Cola,4813,0
Не указан,44.0,4,48,Strong beer,1397,1
Не указан,88.0,5,30,Strong beer,4379,1
Ж,61.0,5,52,Water,183,0
М,44.0,0,10,Fanta,6081,1
М,91.0,3,59,Strong beer,2005,1
Не указан,59.0,4,20,Water,4282,1
Ж,79.0,4,65,Water,1353,0
Не указан,45.0,1,14,Cola,8311,0
Не указан,19.0,0,19,Water,4171,1
М,33.0,2,67,Water,6710,1
Не указан,93.0,3,55,Cola,6531,0
Не указан,28.0,4,39,Cola,9647,1
Не указан,33.0,-6,65,Fanta,7941,0
Ж,8.0,4,55,Beerbeer,3904,1
Не указан,23.0,1,50,Cola,2158,0
Не указан,10.0,0,23,Water,8033,0
М,66.0,4,40,Water,4136,0
М,57.0,1,45,Beerbeer,464,1
М,98.0,-6,64,Bugbeer,4776,0
М,47.0,2,73,Water,1519,0
Ж,87.0,2,75,Cola,1779,1
Ж,92.0,5,50,Cola,8303,1
Не указан,67.0,3,44,Water,7384,0
Не указан,39.0,1,61,Bugbeer,6926,0
Ж,60.0,3,24,Fanta,3141,1
Не указан,3.0,5,79,Water,1328,0
М,29.0,3,33,Beerbeer,5553,1
М,97.0,2,73,Water,257,0
М,67.0,3,74,Bugbeer,7080,1
Не указан,94.0,1,78,Beerbeer,833,1
М,93.0,3,38,Cola,8507,1
М,7.0,0,45,Strong beer,2770,0
Ж,87.0,3,59,Strong beer,9155,1
Ж,36.0,3,47,Bugbeer,4592,1
Не указан,97.0,-5,43,Fanta,4038,0
Не указан,41.0,-1,78,Cola,252,1
М,91.0,2,80,Cola,3992,1
Ж,64.0,4,59,Cola,7288,1
Ж,33.0,0,17,Cola,6549,1
М,49.0,4,80,Bugbeer,9546,1
Ж,67.0,5,10,Fanta,9808,1
Не указан,45.0,3,75,Fanta,4142,1
Не указан,10.0,3,44,Bugbeer,655,0
М,22.0,1,10,Water,7026,1
Ж,,0,76,Beerbeer,3125,1
М,88.0,0,13,Water,8201,0
М,17.0,3,68,Beerbeer,8528,0
Не указан,11.0,1,24,Water,5021,1
Не указан,95.0,0,41,Fanta,6598,1
Не указан,82.0,4,45,Bugbeer,7308,1
Ж,81.0,4,77,Water,5114,0
Ж,21.0,0,57,Fanta,995,0
М,23.0,5,37,Water,5353,1
Не указан,57.0,0,16,Water,4759,1
М,73.0,0,45,Beerbeer,5671,1
Не указан,77.0,4,78,Strong beer,1033,1
Не указан,13.0,3,33,Fanta,2315,1
Не указан,28.0,3,17,Cola,5936,1
Не указан,20.0,2,77,Fanta,50,1
Ж,18.0,3,62,Bugbeer,5229,1
М,60.0,0,47,Strong beer,2247,1
Не указан,74.0,3,59,Beerbeer,5637,0
Не указан,76.0,-3,61,Fanta,7896,0
Не указан,32.0,2,10,Cola,9331,0
Не указан,91.0,1,32,Strong beer,2088,1
Ж,98.0,5,68,Cola,3810,1
М,13.0,2,50,Bugbeer,2915,0
М,25.0,2,42,Strong beer,4763,1
Не указан,57.0,4,17,Fanta,1006,0
Не указан,24.0,0,57,Fanta,4744,0
Не указан,83.0,5,50,Water,4326,0
Ж,99.0,1,33,Beerbeer,837,0
М,33.0,2,24,Strong beer,2472,1
Ж,81.0,1,31,Strong beer,824,0
М,51.0,5,15,Cola,4621,1
М,40.0,5,54,Strong beer,9106,0
Не указан,22.0,2,60,Strong beer,5581,1
М,31.0,-3,12,Cola,321,1
Не указан,73.0,4,64,Strong beer,7880,1
М,29.0,4,64,Water,371,0
М,95.0,2,76,Cola,8677,1
Ж,64.0,0,41,Cola,6683,1
Ж,4.0,3,44,Cola,7168,1
Ж,67.0,4,66,Cola,238,1
Ж,43.0,4,56,Beerbeer,2280,0
Ж,39.0,2,40,Strong beer,4129,1
Ж,73.0,0,44,Bugbeer,5870,1
Ж,70.0,5,20,Water,1762,0
Ж,50.0,4,65,Bugbeer,812,0
Ж,52.0,48229583,14,Cola,2181,1
Ж,28.0,4,45,Fanta,4332,1
Не указан,79.0,2,68,Fanta,9387,0
Не указан,33.0,-6,62,Water,1574,0
Ж,17.0,1,11,Water,5717,0
Ж,34.0,1,70,Water,3008,1
Не указан,48.0,4,51,Water,8431,1
Не указан,88.0,5,39,Water,7201,1
Не указан,57.0,4,52,Strong beer,55,0
Не указан,19.0,74442920,45,Fanta,740,0
Ж,85.0,2,68,Cola,4867,0
Не указан,59.0,1,69,Strong beer,9236,1
М,53.0,4,28,Water,8139,1
Ж,45.0,0,56,Cola,329,1
М,18.0,1,63,Cola,4276,0
Ж,86.0,2,46,Cola,1859,1
Ж,78.0,2,76,Strong beer,3074,0
Ж,92.0,9979361,64,Bugbeer,9989,0
Не указан,93.0,1,23,Strong beer,7589,0
Не указан,52.0,5,31,Beerbeer,8409,1
Ж,39.0,5,11,Water,409,1
М,65.0,4,68,Cola,6759,1
М,85.0,2,52,Fanta,1917,0
Ж,22.0,5,37,Cola,3521,1
Ж,14.0,2,80,Bugbeer,2125,0
Ж,62.0,4,48,Cola,5169,1
М,33.0,3,16,Fanta,9104,1
Не указан,37.0,2,40,Water,6316,0
Не указан,14.0,4,19,Cola,2619,1
М,19.0,5,58,Bugbeer,1697,1
Ж,100.0,3,78,Strong beer,7849,0
Не указан,30.0,1,23,Cola,2543,0
Ж,6.0,2,55,Water,7183,0
Не указан,89.0,2,36,Bugbeer,2179,1
М,53.0,3,32,Beerbeer,1177,1
Ж,32.0,4,12,Cola,6102,0
Ж,52.0,37861788,14,Fanta,3783,1
Ж,35.0,4,73,Fanta,910,1
Ж,1.0,2,58,Water,5102,0
М,15.0,0,46,Strong beer,7297,0
Не указан,14.0,2,74,Water,374,0
Не указан,83.0,2,33,Water,961,0
Не указан,11.0,2,77,Beerbeer,5103,0
Ж,45.0,3,15,Fanta,1907,0
Ж,44.0,0,35,Fanta,6783,0
М,50.0,0,37,Beerbeer,9495,1
Не указан,16.0,3,43,Beerbeer,1764,1
Не указан,70.0,79719109,49,Bugbeer,6178,0
М,89.0,3,44,Beerbeer,1709,1
Не указан,94.0,95440571,15,Water,3499,0
М,14.0,5,75,Cola,6562,1
Не указан,55.0,1,32,Fanta,5046,1
М,95.0,5,63,Strong beer,9111,0
М,39.0,2,24,Fanta,378,1
Не указан,84.0,4,26,Strong beer,1799,1
Ж,27.0,3,54,Cola,5109,0
Ж,70.0,2,41,Cola,2241,0
Не указан,60.0,3,17,Fanta,3207,1
Не указан,64.0,3,44,Beerbeer,9005,1
М,78.0,3,42,Bugbeer,9441,1
М,16.0,3,19,Water,6589,0
М,70.0,0,73,Bugbeer,8822,0
М,74.0,0,50,Cola,3736,0
Не указан,87.0,0,60,Cola,4040,0
Не указан,50.0,5,27,Beerbeer,5004,1
Не указан,23.0,4,41,Strong beer,3797,1
М,99.0,1,69,Cola,1014,1
М,,3,49,Strong beer,9001,1
Не указан,16.0,1,65,Beerbeer,4531,1
М,93.0,89302165,49,Bugbeer,4107,1
Не указан,14.0,3,23,Fanta,8330,0
М,26.0,5,29,Bugbeer,1938,1
Не указан,1.0,5,79,Bugbeer,5149,0
Ж,64.0,61593909,41,Water,5765,1
Ж,85.0,1,40,Strong beer,148,0
Не указан,61.0,3,30,Beerbeer,3060,1
Не указан,29.0,0,37,Fanta,6606,0
М,78.0,4,62,Bugbeer,1247,0
Ж,92.0,0,18,Water,49,1
Ж,91.0,3,14,Cola,3129,0
Ж,40.0,2,62,Strong beer,3105,0
Ж,11.0,1,18,Water,5759,1
М,71.0,4,16,Water,7360,0
Не указан,73.0,1,63,Bugbeer,3793,1
М,74.0,4,45,Fanta,1237,1
Не указан,55.0,1,72,Cola,6669,1
Ж,13.0,4,27,Cola,1268,0
Ж,38.0,5,47,Cola,8047,1
Ж,51.0,5,71,Beerbeer,9191,0
Не указан,25.0,5,39,Water,6956,0
Не указан,43.0,0,67,Cola,5743,0
Не указан,8.0,1,23,Strong beer,5694,0
Ж,21.0,4,12,Water,3919,1
М,45.0,5,80,Cola,4635,1
Не указан,55.0,0,64,Fanta,1192,0
Не указан,5.0,3,80,Cola,1447,0
Ж,3.0,3,37,Beerbeer,8355,1
Ж,97.0,-2,71,Cola,271,1
М,92.0,3,29,Strong beer,3107,0
М,97.0,3,40,Cola,9107,0
Ж,81.0,3,55,Strong beer,2227,1
Не указан,53.0,0,42,Fanta,4369,0
Ж,23.0,0,53,Strong beer,1909,0
Не указан,93.0,46519169,77,Beerbeer,7048,0
Ж,89.0,2,61,Bugbeer,7566,0
Ж,14.0,2,71,Water,6151,0
Ж,59.0,0,20,Cola,8699,0
М,36.0,1,23,Bugbeer,8524,0
Не указан,44.0,1,33,Water,1232,1
М,49.0,26550241,29,Strong beer,791,1
М,69.0,0,43,Bugbeer,1594,1
М,51.0,4,39,Cola,6795,0
Не указан,24.0,2,78,Fanta,4342,0
Не указан,28.0,73990141,60,Cola,6305,1
Не указан,29.0,5,64,Water,2166,0
М,35.0,4,12,Fanta,5940,0
М,43.0,4,14,Water,8097,1
М,37.0,1,63,Cola,9572,1
Не указан,70.0,5,10,Cola,2977,1
М,17.0,3,60,Beerbeer,6713,0
Ж,47.0,0,18,Water,6391,1
Не указан,88.0,3,42,Cola,3623,1
Не указан,48.0,0,19,Fanta,2541,0
Не указан,86.0,0,33,Cola,7418,0
Не указан,23.0,1,43,Cola,9481,1
М,70.0,2,41,Beerbeer,3848,0
М,1.0,-6,35,Beerbeer,1142,1
Ж,67.0,5,59,Bugbeer,6201,0
Ж,89.0,3,62,Bugbeer,6689,0
М,43.0,1,45,Strong beer,976,1
Не указан,67.0,5,25,Cola,4721,1
Не указан,74.0,1,41,Bugbeer,5927,1
М,1.0,3,39,Beerbeer,7112,1
Не указан,97.0,1,32,Bugbeer,9994,0
Ж,30.0,5,37,Bugbeer,2343,1
Не указан,46.0,0,10,Water,7466,0
М,60.0,-5,62,Cola,3099,1
Не указан,,4,12,Water,5308,1
Не указан,73.0,5,39,Strong beer,1948,1
М,90.0,4,31,Cola,5196,1
М,6.0,4,57,Bugbeer,6832,1
М,86.0,2,68,Beerbeer,2420,1
Ж,45.0,3,65,Fanta,1978,0
М,80.0,4,50,Water,1053,1
Ж,,3,21,Water,237,0
Ж,29.0,4,78,Bugbeer,6,0
М,83.0,3,73,Beerbeer,261,1
М,55.0,3,30,Water,538,0
Не указан,70.0,3,24,Strong beer,2167,0
Не указан,5.0,4,40,Water,9665,0
М,3.0,1,24,Water,5814,0
Не указан,87.0,5,21,Cola,1739,1
Ж,86.0,1,68,Bugbeer,2341,0
М,11.0,87655715,19,Cola,9799,1
Ж,72.0,1,67,Fanta,9033,0
Ж,68.0,0,16,Water,8713,1
Не указан,35.0,67810167,71,Water,7475,1
М,42.0,1,70,Strong beer,665,1
Ж,,5,72,Beerbeer,2037,1
Ж,44.0,0,58,Beerbeer,8929,1
Ж,18.0,-4,27,Bugbeer,7722,1
М,13.0,0,76,Bugbeer,3855,1
М,12.0,5,50,Bugbeer,444,1
Ж,84.0,3,23,Strong beer,132,1
Не указан,58.0,1,18,Fanta,1864,1
Ж,16.0,5,52,Water,2329,1
Не указан,,4,74,Beerbeer,3693,0
М,78.0,2,11,Fanta,4196,1
Ж,44.0,98107384,74,Strong beer,7431,1
Ж,81.0,1,61,Water,2082,1
Не указан,28.0,4,40,Water,9977,1
Ж,55.0,67654135,25,Beerbeer,6237,1
Ж,62.0,1,39,Cola,9537,0
М,80.0,0,27,Bugbeer,3443,0
Не указан,52.0,5,80,Strong beer,1089,0
Ж,63.0,0,75,Water,7046,1
Ж,35.0,1,59,Beerbeer,8703,1
М,11.0,5,24,Bugbeer,2324,1
Не указан,48.0,1,70,Bugbeer,6545,1
Ж,22.0,5,35,Water,5078,0
Ж,0.0,-6,78,Bugbeer,5659,0
Ж,8.0,4,48,Water,9052,0
М,11.0,4,28,Water,5935,1
Ж,83.0,16163908,68,Beerbeer,6971,1
М,84.0,5,35,Cola,3966,0
Не указан,1.0,1,78,Beerbeer,7847,0
М,36.0,0,24,Fanta,3882,0
М,39.0,4,24,Fanta,3361,1
М,45.0,4,52,Fanta,7412,1
М,32.0,4,45,Bugbeer,7470,1
М,60.0,5,68,Bugbeer,2075,1
М,,4,34,Water,9490,1
М,49.0,4,39,Fanta,1999,1
М,88.0,-6,35,Fanta,5161,0
М,91.0,0,71,Beerbeer,8990,1
Ж,93.0,3,43,Cola,8909,0
Не указан,7.0,2,51,Beerbeer,827,1
Не указан,73.0,5,17,Cola,7747,1
Не указан,35.0,1,23,Water,1039,0
Ж,54.0,0,47,Strong beer,4333,0
Ж,61.0,0,67,Bugbeer,9737,0
Ж,0.0,1,47,Water,484,1
Ж,39.0,-5,35,Cola,3948,1
М,1.0,2,42,Water,3424,0
М,10.0,5,33,Beerbeer,6596,1
Не указан,91.0,1,69,Beerbeer,1215,0
Не указан,59.0,3,17,Water,4288,0
Ж,97.0,47062363,32,Beerbeer,4130,1
М,28.0,3,65,Beerbeer,1386,0
М,22.0,4,10,Water,4271,1
Ж,2.0,0,80,Beerbeer,1294,1
Ж,6.0,1,22,Strong beer,9268,1
М,36.0,1,33,Bugbeer,5355,1
М,94.0,0,48,Bugbeer,6040,0
М,18.0,2,52,Cola,2826,0
Не указан,32.0,-1,24,Bugbeer,985,1
Не указан,72.0,-3,40,Cola,7821,1
Не указан,30.0,0,34,Beerbeer,2521,1
Не указан,100.0,3,42,Cola,7330,0
Не указан,55.0,5,11,Cola,699,1
Не указан,52.0,4,34,Strong beer,398,1
М,28.0,4,61,Beerbeer,3776,1
Не указан,51.0,4,17,Fanta,504,1
М,74.0,5,61,Strong beer,7398,0
Не указан,5.0,2,56,Strong beer,8763,1
Не указан,11.0,3,78,Beerbeer,4817,0
Ж,17.0,5,77,Cola,4318,1
Ж,34.0,2,67,Bugbeer,4839,1
Ж,84.0,0,38,Beerbeer,6657,0
М,67.0,5,57,Strong beer,288,0
Не указан,52.0,4,70,Strong beer,3409,1
Не указан,70.0,5,55,Bugbeer,9581,1
М,40.0,1,29,Water,1207,0
Ж,88.0,5,76,Strong beer,3393,1
Не указан,6.0,5,59,Fanta,6099,0
Ж,52.0,4,43,Fanta,4856,1
М,13.0,4,47,Bugbeer,3335,1
Ж,18.0,30938560,39,Strong beer,6682,0
М,34.0,5,54,Cola,4120,1
Не указан,,1,33,Fanta,1003,0
Не указан,76.0,3,55,Strong beer,957,0
М,40.0,1,70,Bugbeer,9292,0
Ж,19.0,0,58,Bugbeer,6107,1
Ж,9.0,5,71,Fanta,2525,1
М,99.0,1,72,Bugbeer,7949,1
М,80.0,5,29,Beerbeer,6103,1
Ж,44.0,2,79,Beerbeer,5802,0
Ж,54.0,2,40,Cola,4002,1
М,83.0,4,34,Water,3555,1
М,84.0,0,44,Strong beer,8209,0
Ж,,0,23,Beerbeer,9601,1
М,1.0,0,18,Cola,3112,0
Не указан,0.0,2,46,Water,6639,1
Ж,46.0,0,37,Water,864,1
М,16.0,4,65,Beerbeer,1275,0
Ж,79.0,5,25,Cola,0,0
Ж,18.0,3,41,Strong beer,6533,1
Ж,10.0,2,30,Strong beer,2526,1
Ж,72.0,67866263,27,Fanta,4434,0
Ж,3.0,5,16,Fanta,1448,1
Ж,77.0,2,45,Beerbeer,8264,1
М,,3,33,Water,9529,0
Не указан,16.0,0,20,Cola,5435,1
Не указан,53.0,0,23,Bugbeer,1942,1
М,47.0,4,58,Strong beer,9184,0
Ж,,2,47,Cola,7734,0
Не указан,92.0,1,27,Cola,9256,0
М,76.0,0,69,Strong beer,9496,1
Не указан,85.0,-1,30,Strong beer,5040,1
М,,0,24,Fanta,71,1
М,68.0,53259896,73,Fanta,4627,1
М,28.0,0,17,Cola,6353,1
Ж,75.0,3,60,Cola,4777,1
М,7.0,1,24,Beerbeer,3162,1
М,39.0,4,25,Cola,683,1
М,45.0,4,60,Cola,4310,1
Ж,45.0,5,47,Bugbeer,8803,1
Ж,47.0,1,56,Fanta,6311,1
М,,2,77,Beerbeer,1651,0
Ж,26.0,2,68,Water,3862,0
Не указан,49.0,1,27,Water,5541,0
Не указан,76.0,2,23,Cola,1672,0
М,36.0,3,50,Beerbeer,880,1
Не указан,83.0,3,12,Fanta,7547,0
Ж,10.0,4,30,Cola,9369,0
Ж,84.0,3,80,Beerbeer,9248,1
М,39.0,2,50,Bugbeer,8815,1
М,26.0,0,37,Fanta,7732,1
М,64.0,0,14,Water,4144,1
Ж,17.0,0,39,Cola,3640,0
Не указан,66.0,1,49,Bugbeer,1647,0
Не указан,82.0,1,75,Strong beer,6487,0
Ж,89.0,3,35,Strong beer,8443,1
Не указан,92.0,2,44,Water,1012,1
М,48.0,0,74,Strong beer,8238,1
М,0.0,2,80,Water,4088,0
М,8.0,0,59,Strong beer,4368,1
Ж,4.0,62336088,71,Beerbeer,4811,1
Не указан,29.0,2,31,Fanta,1559,1
Ж,85.0,-2,14,Water,1494,1
М,51.0,1,22,Beerbeer,4147,1
М,11.0,4,41,Bugbeer,4997,1
Не указан,20.0,5,79,Cola,3689,1
Не указан,71.0,64921765,47,Bugbeer,8627,1
Ж,100.0,4,11,Water,5086,0
М,17.0,4,37,Water,1220,0
М,4.0,1,70,Cola,8434,1
М,87.0,2,13,Fanta,7049,1
Не указан,48.0,0,47,Strong beer,892,0
Не указан,46.0,3,10,Cola,6540,1
Ж,83.0,78823997,41,Beerbeer,1,1
Ж,95.0,0,50,Water,8369,1
Не указан,100.0,1,26,Bugbeer,2456,0
Ж,,4,45,Water,5092,1
Не указан,41.0,4,23,Fanta,5333,0
Не указан,13.0,-6,11,Fanta,440,1
Ж,22.0,5,79,Bugbeer,1351,1
Не указан,98.0,2,78,Cola,3336,1
Ж,85.0,1,74,Water,2785,1
Не указан,,1,37,Beerbeer,3655,1
М,,2,37,Fanta,2583,0
Не указан,60.0,4,70,Water,6444,1
Не указан,95.0,5,34,Strong beer,5788,1
М,45.0,1,54,Strong beer,1774,0
М,,3,31,Water,8746,1
Ж,46.0,4,76,Bugbeer,4910,0
М,55.0,2,14,Cola,5818,0
Ж,,5,26,Beerbeer,5576,1
Не указан,98.0,2,79,Cola,1816,1
М,1.0,1,10,Cola,77,1
М,70.0,5,32,Beerbeer,1690,1
Ж,94.0,-4,15,Cola,1249,1
Ж,66.0,1,25,Cola,9275,1
М,35.0,4,33,Water,8418,1
М,97.0,2,58,Fanta,1848,1
Не указан,72.0,5,29,Beerbeer,3354,1
Ж,89.0,5,37,Water,5669,0
Ж,97.0,3,50,Water,1257,1
М,19.0,5,78,Water,7234,0
Ж,35.0,1,32,Beerbeer,9785,1
Ж,96.0,1,17,Fanta,7621,1
М,36.0,2,12,Water,2061,1
Не указан,64.0,4,17,Cola,8917,0
Ж,21.0,1,60,Fanta,1782,0
М,100.0,5,47,Bugbeer,9801,1
М,,5,58,Bugbeer,583,1
Не указан,88.0,1,59,Cola,3878,1
М,,4,27,Bugbeer,8907,1
Ж,50.0,0,27,Water,7264,1
Ж,12.0,4,46,Strong beer,1267,1
Ж,85.0,0,49,Bugbeer,1760,1
Ж,9.0,1,56,Water,4798,1
Не указан,14.0,0,77,Beerbeer,1067,0
Ж,1.0,4,72,Strong beer,3130,0
Ж,86.0,3,20,Water,2823,1
М,98.0,3,48,Water,1992,0
Ж,11.0,0,65,Bugbeer,6234,1
Не указан,3.0,1,36,Fanta,8187,0
М,53.0,-1,21,Bugbeer,9850,0
Ж,18.0,4,53,Water,5608,0
Не указан,57.0,1,12,Cola,5020,0
Ж,88.0,3,43,Cola,6343,0
Ж,,4,11,Cola,2278,0
Ж,26.0,0,36,Fanta,6600,1
Ж,33.0,5,80,Strong beer,3927,1
Ж,0.0,5,13,Water,1691,1
М,15.0,4,43,Beerbeer,5837,1
М,35.0,5,34,Fanta,3668,1
Не указан,38.0,4,27,Beerbeer,4374,1
Ж,54.0,0,70,Water,9,0
Не указан,55.0,4,79,Strong beer,8310,0
М,12.0,4,71,Strong beer,8122,1
Не указан,21.0,1,50,Cola,6565,0
Не указан,82.0,2,77,Beerbeer,367,0
М,91.0,-1,41,Fanta,8438,0
М,6.0,1,23,Water,3426,0
Не указан,74.0,3,11,Cola,9866,0
Ж,94.0,0,35,Beerbeer,285,0
Ж,32.0,-6,73,Beerbeer,9990,1
Ж,28.0,1,19,Cola,4035,0
М,98.0,2,30,Cola,3057,1
Ж,89.0,5,44,Strong beer,7077,1
Не указан,48.0,3,48,Fanta,6861,0
Не указан,14.0,0,16,Cola,5180,0
Не указан,99.0,2,35,Bugbeer,9158,0
Не указан,2.0,3,19,Cola,7325,1
М,81.0,4,14,Fanta,6489,0
Ж,10.0,0,18,Fanta,8177,1
Не указан,5.0,5,47,Fanta,4349,0
Не указан,78.0,2,71,Bugbeer,8082,0
М,4.0,3,39,Fanta,6939,1
Ж,66.0,-5,78,Cola,7931,0
М,100.0,4,29,Beerbeer,6465,1
Ж,85.0,5,64,Fanta,2065,1
Ж,9.0,3,62,Strong beer,8386,1
Ж,6.0,0,73,Fanta,7979,0
Не указан,44.0,0,78,Fanta,9102,1
Ж,70.0,1,69,Bugbeer,2731,1
Ж,12.0,1,59,Strong beer,5545,0
М,34.0,2,52,Cola,7165,1
Не указан,27.0,0,24,Fanta,3472,0
Не указан,36.0,1,61,Strong beer,1550,0
Ж,85.0,3,58,Fanta,5100,1
Не указан,17.0,4,35,Bugbeer,8780,1
М,25.0,1,53,Cola,4671,1
Ж,37.0,1,50,Bugbeer,5803,0
Не указан,48.0,2,45,Fanta,3588,1
Не указан,57.0,0,60,Fanta,7859,1
Ж,87.0,2,23,Bugbeer,2636,0
Не указан,37.0,5,46,Bugbeer,4402,1
Ж,43.0,4,58,Beerbeer,5472,1
Ж,36.0,5,50,Cola,2205,1
Ж,100.0,1,26,Bugbeer,6365,1
Не указан,13.0,3,19,Fanta,3937,0
Ж,45.0,0,23,Bugbeer,9531,1
Не указан,77.0,-5,70,Fanta,7726,0
М,94.0,4,13,Cola,5175,0
М,92.0,0,53,Water,912,0
Не указан,66.0,4,80,Bugbeer,9414,0
Не указан,73.0,5,43,Bugbeer,1894,1
Не указан,51.0,4,29,Cola,4191,0
Ж,20.0,2,44,Bugbeer,1266,0
Не указан,67.0,3,31,Bugbeer,6563,1
Ж,48.0,5,17,Fanta,2866,1
Не указан,74.0,2,67,Strong beer,5089,1
М,83.0,13272598,20,Fanta,2740,1
Не указан,16.0,3,37,Cola,5841,0
Не указан,66.0,5,38,Beerbeer,2993,1
Ж,,4,14,Fanta,5806,1
Не указан,44.0,2,79,Fanta,317,0
Не указан,16.0,0,49,Strong beer,9741,0
Не указан,78.0,2,16,Cola,3350,0
М,9.0,0,35,Cola,8007,1
Ж,65.0,3,24,Cola,5019,1
Не указан,64.0,5,29,Water,2889,1
Не указан,100.0,0,32,Strong beer,4857,0
М,48.0,4,11,Water,3832,0
Ж,61.0,1,24,Cola,7469,1
М,42.0,5,46,Bugbeer,3583,1
Ж,43.0,0,80,Water,7005,0
М,66.0,2,31,Water,8658,1
Ж,77.0,1,29,Water,5289,0
Ж,9.0,3,21,Bugbeer,1995,1
Ж,80.0,4,35,Fanta,9662,0
М,,2,75,Beerbeer,6996,0
М,13.0,26104022,42,Water,4042,1
Не указан,71.0,2,30,Cola,2327,0
Ж,77.0,0,27,Water,3687,1
Не указан,46.0,1,50,Beerbeer,4442,0
Ж,90.0,4,23,Fanta,471,1
Ж,85.0,5,15,Water,6774,1
Ж,53.0,3,59,Cola,7282,0
М,55.0,53804939,68,Cola,4073,0
Ж,85.0,1,15,Water,1725,0
Не указан,40.0,3,76,Water,5868,1
М,84.0,0,69,Bugbeer,7280,0
М,28.0,5,33,Bugbeer,1967,1
М,,1,18,Fanta,4459,0
Ж,92.0,2,64,Fanta,1034,1
М,75.0,2,56,Cola,1191,1
М,26.0,3,71,Cola,1169,0
М,80.0,3,26,Water,2114,1
Ж,1.0,0,14,Water,5425,1
Ж,92.0,5,65,Fanta,346,0
Ж,58.0,3,65,Beerbeer,4124,1
М,67.0,4,40,Fanta,9980,1
М,47.0,4,56,Beerbeer,8300,0
Ж,33.0,4,80,Water,9026,1
Ж,75.0,3,39,Beerbeer,3494,1
М,99.0,1,67,Strong beer,1091,0
М,98.0,0,45,Strong beer,9714,0
Ж,19.0,1,26,Beerbeer,7837,1
Не указан,76.0,4,63,Strong beer,5142,0
Не указан,29.0,-1,66,Beerbeer,5398,0
М,16.0,1,29,Beerbeer,9825,1
Не указан,,0,18,Cola,8230,1
Не указан,35.0,2,37,Strong beer,5201,1
Не указан,15.0,1,14,Water,2015,1
М,5.0,5,62,Beerbeer,9998,1
Не указан,73.0,2,44,Bugbeer,6993,0
Ж,45.0,4,65,Strong beer,268,1
Ж,75.0,2,13,Fanta,8974,1
М,88.0,3,41,Water,8901,0
Ж,42.0,4,23,Beerbeer,121,1
М,18.0,51166010,32,Cola,2603,0
Не указан,45.0,3,54,Bugbeer,7514,1
Не указан,53.0,4,56,Strong beer,8550,0
Ж,7.0,4,75,Fanta,871,0
Ж,53.0,3,23,Strong beer,4440,0
М,14.0,1,68,Cola,4931,1
Ж,40.0,3,35,Cola,6707,1
Ж,52.0,2,17,Cola,1487,1
Не указан,68.0,0,10,Cola,2987,0
Не указан,56.0,2,24,Bugbeer,3926,1
Ж,80.0,5,26,Fanta,138,0
М,94.0,1,11,Water,3372,1
Ж,43.0,5,24,Fanta,8194,1
Не указан,23.0,2,57,Cola,5344,1
Ж,16.0,5,32,Beerbeer,3484,1
Не указан,85.0,5,32,Strong beer,4686,1
Не указан,91.0,4,54,Water,6753,0
Ж,2.0,4,77,Bugbeer,4069,0
Не указан,95.0,2,56,Beerbeer,2819,1
М,25.0,5,57,Strong beer,9970,0
Не указан,70.0,-2,17,Fanta,6288,1
Не указан,50.0,3,43,Fanta,4710,1
Не указан,57.0,5,63,Fanta,9409,1
М,24.0,4,58,Water,1636,0
Ж,54.0,3,78,Cola,5346,0
М,75.0,4,74,Beerbeer,8756,0
Ж,80.0,5,11,Water,1713,1
Ж,,1,25,Bugbeer,1615,0
Не указан,10.0,4,13,Fanta,3012,0
Не указан,70.0,2,33,Cola,1431,1
Ж,,1,56,Bugbeer,1131,1
Не указан,2.0,86227641,27,Bugbeer,8465,0
М,12.0,0,54,Cola,3814,1
Ж,8.0,4,48,Strong beer,806,1
М,5.0,3,15,Water,5633,1
М,44.0,5,16,Cola,7495,1
М,72.0,4,44,Fanta,6137,1
М,97.0,5,50,Cola,9626,0
Ж,48.0,3,53,Fanta,6904,0
Ж,17.0,0,47,Water,2845,1
М,89.0,3,19,Water,8444,0
Не указан,15.0,5,32,Beerbeer,8788,1
М,51.0,3,17,Cola,1255,1
Ж,96.0,4,69,Strong beer,5500,1
Ж,47.0,2,63,Bugbeer,5372,0
Не указан,64.0,4,16,Water,4549,1
Не указан,20.0,3,27,Water,3943,0
Не указан,74.0,5,18,Fanta,3865,0
Не указан,98.0,4,25,Bugbeer,681,1
Ж,78.0,4,17,Fanta,8779,1
М,100.0,0,30,Beerbeer,9074,1
М,36.0,5,23,Beerbeer,4495,1
М,88.0,3,70,Bugbeer,1979,0
Не указан,13.0,57816462,68,Beerbeer,8063,0
М,79.0,0,45,Beerbeer,5136,1
Ж,47.0,0,19,Cola,8851,0
Ж,86.0,5,16,Fanta,298,1
Не указан,98.0,1,76,Cola,6208,1
М,10.0,0,59,Strong beer,1892,1
Ж,8.0,3,54,Bugbeer,1288,0
Не указан,34.0,4,10,Cola,3029,1
Не указан,23.0,2,78,Beerbeer,3323,0
М,8.0,1,56,Fanta,8493,0
Не указан,8.0,4,18,Fanta,1366,0
Ж,66.0,2,46,Bugbeer,8050,1
М,4.0,0,76,Water,8605,0
Не указан,47.0,5,72,Cola,8456,0
